使用设备: cuda
加载CINIC-10数据集...
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
CINIC-10数据集加载和预处理完成.
--- 开始在 cinic10 数据集上进行原版VFL训练 (共 30 个周期) ---
周期 [24/30], 批次 [290/1407], 损失: 0.1527, 平均损失: 0.0644
周期 [24/30], 批次 [300/1407], 损失: 0.2157, 平均损失: 0.0659
周期 [24/30], 批次 [310/1407], 损失: 0.1305, 平均损失: 0.0663
周期 [24/30], 批次 [320/1407], 损失: 0.0627, 平均损失: 0.0684
周期 [24/30], 批次 [330/1407], 损失: 0.0486, 平均损失: 0.0690
周期 [24/30], 批次 [340/1407], 损失: 0.0552, 平均损失: 0.0703
周期 [24/30], 批次 [350/1407], 损失: 0.1308, 平均损失: 0.0705
周期 [24/30], 批次 [360/1407], 损失: 0.0775, 平均损失: 0.0706
周期 [24/30], 批次 [370/1407], 损失: 0.1468, 平均损失: 0.0701
周期 [24/30], 批次 [380/1407], 损失: 0.0721, 平均损失: 0.0699
周期 [24/30], 批次 [390/1407], 损失: 0.0278, 平均损失: 0.0696
周期 [24/30], 批次 [400/1407], 损失: 0.0395, 平均损失: 0.0691
周期 [24/30], 批次 [410/1407], 损失: 0.0185, 平均损失: 0.0693
周期 [24/30], 批次 [420/1407], 损失: 0.0552, 平均损失: 0.0694
周期 [24/30], 批次 [430/1407], 损失: 0.0720, 平均损失: 0.0694
周期 [24/30], 批次 [440/1407], 损失: 0.0256, 平均损失: 0.0700
周期 [24/30], 批次 [450/1407], 损失: 0.1765, 平均损失: 0.0706
周期 [24/30], 批次 [460/1407], 损失: 0.0870, 平均损失: 0.0701
周期 [24/30], 批次 [470/1407], 损失: 0.0277, 平均损失: 0.0692
周期 [24/30], 批次 [480/1407], 损失: 0.0714, 平均损失: 0.0686
周期 [24/30], 批次 [490/1407], 损失: 0.0483, 平均损失: 0.0683
周期 [24/30], 批次 [500/1407], 损失: 0.0199, 平均损失: 0.0680
周期 [24/30], 批次 [510/1407], 损失: 0.0134, 平均损失: 0.0683
周期 [24/30], 批次 [520/1407], 损失: 0.0881, 平均损失: 0.0684
周期 [24/30], 批次 [530/1407], 损失: 0.0603, 平均损失: 0.0686
周期 [24/30], 批次 [540/1407], 损失: 0.0307, 平均损失: 0.0687
周期 [24/30], 批次 [550/1407], 损失: 0.1401, 平均损失: 0.0684
周期 [24/30], 批次 [560/1407], 损失: 0.1397, 平均损失: 0.0680
周期 [24/30], 批次 [570/1407], 损失: 0.0451, 平均损失: 0.0680
周期 [24/30], 批次 [580/1407], 损失: 0.0121, 平均损失: 0.0676
周期 [24/30], 批次 [590/1407], 损失: 0.0200, 平均损失: 0.0674
周期 [24/30], 批次 [600/1407], 损失: 0.0950, 平均损失: 0.0678
周期 [24/30], 批次 [610/1407], 损失: 0.3133, 平均损失: 0.0685
周期 [24/30], 批次 [620/1407], 损失: 0.1566, 平均损失: 0.0686
周期 [24/30], 批次 [630/1407], 损失: 0.0553, 平均损失: 0.0686
周期 [24/30], 批次 [640/1407], 损失: 0.1114, 平均损失: 0.0691
周期 [24/30], 批次 [650/1407], 损失: 0.0479, 平均损失: 0.0691
周期 [24/30], 批次 [660/1407], 损失: 0.1144, 平均损失: 0.0691
周期 [24/30], 批次 [670/1407], 损失: 0.0079, 平均损失: 0.0686
周期 [24/30], 批次 [680/1407], 损失: 0.0712, 平均损失: 0.0684
周期 [24/30], 批次 [690/1407], 损失: 0.0215, 平均损失: 0.0684
周期 [24/30], 批次 [700/1407], 损失: 0.1266, 平均损失: 0.0684
周期 [24/30], 批次 [710/1407], 损失: 0.0497, 平均损失: 0.0681
周期 [24/30], 批次 [720/1407], 损失: 0.0312, 平均损失: 0.0682
周期 [24/30], 批次 [730/1407], 损失: 0.0288, 平均损失: 0.0683
周期 [24/30], 批次 [740/1407], 损失: 0.0301, 平均损失: 0.0681
周期 [24/30], 批次 [750/1407], 损失: 0.0285, 平均损失: 0.0684
周期 [24/30], 批次 [760/1407], 损失: 0.1615, 平均损失: 0.0686
周期 [24/30], 批次 [770/1407], 损失: 0.0475, 平均损失: 0.0688
周期 [24/30], 批次 [780/1407], 损失: 0.0153, 平均损失: 0.0686
周期 [24/30], 批次 [790/1407], 损失: 0.1356, 平均损失: 0.0688
周期 [24/30], 批次 [800/1407], 损失: 0.0471, 平均损失: 0.0689
周期 [24/30], 批次 [810/1407], 损失: 0.0214, 平均损失: 0.0691
周期 [24/30], 批次 [820/1407], 损失: 0.0599, 平均损失: 0.0692
周期 [24/30], 批次 [830/1407], 损失: 0.0629, 平均损失: 0.0690
周期 [24/30], 批次 [840/1407], 损失: 0.1198, 平均损失: 0.0692
周期 [24/30], 批次 [850/1407], 损失: 0.0738, 平均损失: 0.0693
周期 [24/30], 批次 [860/1407], 损失: 0.0314, 平均损失: 0.0692
周期 [24/30], 批次 [870/1407], 损失: 0.0283, 平均损失: 0.0691
周期 [24/30], 批次 [880/1407], 损失: 0.1444, 平均损失: 0.0691
周期 [24/30], 批次 [890/1407], 损失: 0.0905, 平均损失: 0.0691
周期 [24/30], 批次 [900/1407], 损失: 0.0684, 平均损失: 0.0694
周期 [24/30], 批次 [910/1407], 损失: 0.0388, 平均损失: 0.0693
周期 [24/30], 批次 [920/1407], 损失: 0.0808, 平均损失: 0.0692
周期 [24/30], 批次 [930/1407], 损失: 0.0060, 平均损失: 0.0695
周期 [24/30], 批次 [940/1407], 损失: 0.1722, 平均损失: 0.0699
周期 [24/30], 批次 [950/1407], 损失: 0.0597, 平均损失: 0.0699
周期 [24/30], 批次 [960/1407], 损失: 0.3053, 平均损失: 0.0703
周期 [24/30], 批次 [970/1407], 损失: 0.1323, 平均损失: 0.0712
周期 [24/30], 批次 [980/1407], 损失: 0.1294, 平均损失: 0.0715
周期 [24/30], 批次 [990/1407], 损失: 0.2007, 平均损失: 0.0722
周期 [24/30], 批次 [1000/1407], 损失: 0.0322, 平均损失: 0.0723
周期 [24/30], 批次 [1010/1407], 损失: 0.0468, 平均损失: 0.0727
周期 [24/30], 批次 [1020/1407], 损失: 0.0175, 平均损失: 0.0728
周期 [24/30], 批次 [1030/1407], 损失: 0.0578, 平均损失: 0.0727
周期 [24/30], 批次 [1040/1407], 损失: 0.1642, 平均损失: 0.0728
周期 [24/30], 批次 [1050/1407], 损失: 0.0428, 平均损失: 0.0727
周期 [24/30], 批次 [1060/1407], 损失: 0.1329, 平均损失: 0.0728
周期 [24/30], 批次 [1070/1407], 损失: 0.0489, 平均损失: 0.0729
周期 [24/30], 批次 [1080/1407], 损失: 0.1090, 平均损失: 0.0728
周期 [24/30], 批次 [1090/1407], 损失: 0.0465, 平均损失: 0.0726
周期 [24/30], 批次 [1100/1407], 损失: 0.0415, 平均损失: 0.0723
周期 [24/30], 批次 [1110/1407], 损失: 0.1548, 平均损失: 0.0723
周期 [24/30], 批次 [1120/1407], 损失: 0.0306, 平均损失: 0.0724
周期 [24/30], 批次 [1130/1407], 损失: 0.0367, 平均损失: 0.0723
周期 [24/30], 批次 [1140/1407], 损失: 0.0039, 平均损失: 0.0723
周期 [24/30], 批次 [1150/1407], 损失: 0.0251, 平均损失: 0.0723
周期 [24/30], 批次 [1160/1407], 损失: 0.0334, 平均损失: 0.0722
周期 [24/30], 批次 [1170/1407], 损失: 0.0935, 平均损失: 0.0724
周期 [24/30], 批次 [1180/1407], 损失: 0.0657, 平均损失: 0.0723
周期 [24/30], 批次 [1190/1407], 损失: 0.0489, 平均损失: 0.0725
周期 [24/30], 批次 [1200/1407], 损失: 0.0427, 平均损失: 0.0725
周期 [24/30], 批次 [1210/1407], 损失: 0.1049, 平均损失: 0.0725
周期 [24/30], 批次 [1220/1407], 损失: 0.1478, 平均损失: 0.0729
周期 [24/30], 批次 [1230/1407], 损失: 0.1061, 平均损失: 0.0731
周期 [24/30], 批次 [1240/1407], 损失: 0.0349, 平均损失: 0.0735
周期 [24/30], 批次 [1250/1407], 损失: 0.0511, 平均损失: 0.0737
周期 [24/30], 批次 [1260/1407], 损失: 0.0631, 平均损失: 0.0737
周期 [24/30], 批次 [1270/1407], 损失: 0.0307, 平均损失: 0.0738
周期 [24/30], 批次 [1280/1407], 损失: 0.1128, 平均损失: 0.0739
周期 [24/30], 批次 [1290/1407], 损失: 0.1178, 平均损失: 0.0740
周期 [24/30], 批次 [1300/1407], 损失: 0.0750, 平均损失: 0.0741
周期 [24/30], 批次 [1310/1407], 损失: 0.0884, 平均损失: 0.0743
周期 [24/30], 批次 [1320/1407], 损失: 0.1101, 平均损失: 0.0745
周期 [24/30], 批次 [1330/1407], 损失: 0.0544, 平均损失: 0.0747
周期 [24/30], 批次 [1340/1407], 损失: 0.0262, 平均损失: 0.0746
周期 [24/30], 批次 [1350/1407], 损失: 0.0764, 平均损失: 0.0746
周期 [24/30], 批次 [1360/1407], 损失: 0.0481, 平均损失: 0.0744
周期 [24/30], 批次 [1370/1407], 损失: 0.0195, 平均损失: 0.0743
周期 [24/30], 批次 [1380/1407], 损失: 0.0667, 平均损失: 0.0742
周期 [24/30], 批次 [1390/1407], 损失: 0.0169, 平均损失: 0.0741
周期 [24/30], 批次 [1400/1407], 损失: 0.0401, 平均损失: 0.0741
周期 [24/30], 批次 [1407/1407], 损失: 0.4816, 平均损失: 0.0745
=== 周期 [24/30] 完成 === 平均损失: 0.0745
周期 [25/30], 批次 [10/1407], 损失: 0.1484, 平均损失: 0.0724
周期 [25/30], 批次 [20/1407], 损失: 0.1029, 平均损失: 0.0771
周期 [25/30], 批次 [30/1407], 损失: 0.0395, 平均损失: 0.0916
周期 [25/30], 批次 [40/1407], 损失: 0.0449, 平均损失: 0.0768
周期 [25/30], 批次 [50/1407], 损失: 0.0441, 平均损失: 0.0739
周期 [25/30], 批次 [60/1407], 损失: 0.0174, 平均损失: 0.0721
周期 [25/30], 批次 [70/1407], 损失: 0.0113, 平均损失: 0.0721
周期 [25/30], 批次 [80/1407], 损失: 0.0964, 平均损失: 0.0700
周期 [25/30], 批次 [90/1407], 损失: 0.0668, 平均损失: 0.0680
周期 [25/30], 批次 [100/1407], 损失: 0.0170, 平均损失: 0.0658
周期 [25/30], 批次 [110/1407], 损失: 0.1477, 平均损失: 0.0661
周期 [25/30], 批次 [120/1407], 损失: 0.0264, 平均损失: 0.0637
周期 [25/30], 批次 [130/1407], 损失: 0.0156, 平均损失: 0.0628
周期 [25/30], 批次 [140/1407], 损失: 0.0892, 平均损失: 0.0617
周期 [25/30], 批次 [150/1407], 损失: 0.0829, 平均损失: 0.0605
周期 [25/30], 批次 [160/1407], 损失: 0.0154, 平均损失: 0.0583
周期 [25/30], 批次 [170/1407], 损失: 0.0548, 平均损失: 0.0586
周期 [25/30], 批次 [180/1407], 损失: 0.0235, 平均损失: 0.0585
周期 [25/30], 批次 [190/1407], 损失: 0.0668, 平均损失: 0.0586
周期 [25/30], 批次 [200/1407], 损失: 0.0602, 平均损失: 0.0597
周期 [25/30], 批次 [210/1407], 损失: 0.0043, 平均损失: 0.0601
周期 [25/30], 批次 [220/1407], 损失: 0.0899, 平均损失: 0.0597
周期 [25/30], 批次 [230/1407], 损失: 0.0642, 平均损失: 0.0606
周期 [25/30], 批次 [240/1407], 损失: 0.0453, 平均损失: 0.0610
周期 [25/30], 批次 [250/1407], 损失: 0.0653, 平均损失: 0.0634
周期 [25/30], 批次 [260/1407], 损失: 0.0289, 平均损失: 0.0629
周期 [25/30], 批次 [270/1407], 损失: 0.0345, 平均损失: 0.0628
周期 [25/30], 批次 [280/1407], 损失: 0.0447, 平均损失: 0.0633
周期 [25/30], 批次 [290/1407], 损失: 0.0313, 平均损失: 0.0638
周期 [25/30], 批次 [300/1407], 损失: 0.1219, 平均损失: 0.0644
周期 [25/30], 批次 [310/1407], 损失: 0.0182, 平均损失: 0.0638
周期 [25/30], 批次 [320/1407], 损失: 0.0482, 平均损失: 0.0637
周期 [25/30], 批次 [330/1407], 损失: 0.0640, 平均损失: 0.0632
周期 [25/30], 批次 [340/1407], 损失: 0.0033, 平均损失: 0.0622
周期 [25/30], 批次 [350/1407], 损失: 0.0189, 平均损失: 0.0623
周期 [25/30], 批次 [360/1407], 损失: 0.0242, 平均损失: 0.0621
周期 [25/30], 批次 [370/1407], 损失: 0.0411, 平均损失: 0.0618
周期 [25/30], 批次 [380/1407], 损失: 0.1228, 平均损失: 0.0618
周期 [25/30], 批次 [390/1407], 损失: 0.1100, 平均损失: 0.0616
周期 [25/30], 批次 [400/1407], 损失: 0.0209, 平均损失: 0.0611
周期 [25/30], 批次 [410/1407], 损失: 0.1407, 平均损失: 0.0607
周期 [25/30], 批次 [420/1407], 损失: 0.0274, 平均损失: 0.0604
周期 [25/30], 批次 [430/1407], 损失: 0.0553, 平均损失: 0.0602
周期 [25/30], 批次 [440/1407], 损失: 0.0726, 平均损失: 0.0600
周期 [25/30], 批次 [450/1407], 损失: 0.2142, 平均损失: 0.0604
周期 [25/30], 批次 [460/1407], 损失: 0.0713, 平均损失: 0.0615
周期 [25/30], 批次 [470/1407], 损失: 0.0329, 平均损失: 0.0622
周期 [25/30], 批次 [480/1407], 损失: 0.2022, 平均损失: 0.0629
周期 [25/30], 批次 [490/1407], 损失: 0.1672, 平均损失: 0.0630
周期 [25/30], 批次 [500/1407], 损失: 0.0818, 平均损失: 0.0636
周期 [25/30], 批次 [510/1407], 损失: 0.0902, 平均损失: 0.0641
周期 [25/30], 批次 [520/1407], 损失: 0.0784, 平均损失: 0.0646
周期 [25/30], 批次 [530/1407], 损失: 0.0461, 平均损失: 0.0645
周期 [25/30], 批次 [540/1407], 损失: 0.0320, 平均损失: 0.0651
周期 [25/30], 批次 [550/1407], 损失: 0.1030, 平均损失: 0.0652
周期 [25/30], 批次 [560/1407], 损失: 0.0458, 平均损失: 0.0651
周期 [25/30], 批次 [570/1407], 损失: 0.0212, 平均损失: 0.0648
周期 [25/30], 批次 [580/1407], 损失: 0.1407, 平均损失: 0.0652
周期 [25/30], 批次 [590/1407], 损失: 0.1220, 平均损失: 0.0653
周期 [25/30], 批次 [600/1407], 损失: 0.1542, 平均损失: 0.0659
周期 [25/30], 批次 [610/1407], 损失: 0.0175, 平均损失: 0.0662
周期 [25/30], 批次 [620/1407], 损失: 0.0751, 平均损失: 0.0662
周期 [25/30], 批次 [630/1407], 损失: 0.0677, 平均损失: 0.0661
周期 [25/30], 批次 [640/1407], 损失: 0.3894, 平均损失: 0.0669
周期 [25/30], 批次 [650/1407], 损失: 0.0261, 平均损失: 0.0666
周期 [25/30], 批次 [660/1407], 损失: 0.0475, 平均损失: 0.0665
周期 [25/30], 批次 [670/1407], 损失: 0.0483, 平均损失: 0.0663
周期 [25/30], 批次 [680/1407], 损失: 0.0403, 平均损失: 0.0664
周期 [25/30], 批次 [690/1407], 损失: 0.1481, 平均损失: 0.0666
周期 [25/30], 批次 [700/1407], 损失: 0.0632, 平均损失: 0.0666
周期 [25/30], 批次 [710/1407], 损失: 0.1830, 平均损失: 0.0666
周期 [25/30], 批次 [720/1407], 损失: 0.0340, 平均损失: 0.0664
周期 [25/30], 批次 [730/1407], 损失: 0.0610, 平均损失: 0.0662
周期 [25/30], 批次 [740/1407], 损失: 0.1601, 平均损失: 0.0665
周期 [25/30], 批次 [750/1407], 损失: 0.0677, 平均损失: 0.0664
周期 [25/30], 批次 [760/1407], 损失: 0.1431, 平均损失: 0.0666
周期 [25/30], 批次 [770/1407], 损失: 0.0088, 平均损失: 0.0667
周期 [25/30], 批次 [780/1407], 损失: 0.1701, 平均损失: 0.0672
周期 [25/30], 批次 [790/1407], 损失: 0.1444, 平均损失: 0.0672
周期 [25/30], 批次 [800/1407], 损失: 0.0178, 平均损失: 0.0674
周期 [25/30], 批次 [810/1407], 损失: 0.0464, 平均损失: 0.0677
周期 [25/30], 批次 [820/1407], 损失: 0.0647, 平均损失: 0.0678
周期 [25/30], 批次 [830/1407], 损失: 0.0593, 平均损失: 0.0680
周期 [25/30], 批次 [840/1407], 损失: 0.0583, 平均损失: 0.0680
周期 [25/30], 批次 [850/1407], 损失: 0.1514, 平均损失: 0.0683
周期 [25/30], 批次 [860/1407], 损失: 0.0209, 平均损失: 0.0684
周期 [25/30], 批次 [870/1407], 损失: 0.0972, 平均损失: 0.0690
周期 [25/30], 批次 [880/1407], 损失: 0.0797, 平均损失: 0.0694
周期 [25/30], 批次 [890/1407], 损失: 0.0434, 平均损失: 0.0696
周期 [25/30], 批次 [900/1407], 损失: 0.1060, 平均损失: 0.0705
周期 [25/30], 批次 [910/1407], 损失: 0.1531, 平均损失: 0.0707
周期 [25/30], 批次 [920/1407], 损失: 0.0731, 平均损失: 0.0707
周期 [25/30], 批次 [930/1407], 损失: 0.0089, 平均损失: 0.0705
周期 [25/30], 批次 [940/1407], 损失: 0.2167, 平均损失: 0.0704
周期 [25/30], 批次 [950/1407], 损失: 0.0187, 平均损失: 0.0702
周期 [25/30], 批次 [960/1407], 损失: 0.0141, 平均损失: 0.0700
周期 [25/30], 批次 [970/1407], 损失: 0.0402, 平均损失: 0.0696
周期 [25/30], 批次 [980/1407], 损失: 0.0614, 平均损失: 0.0699
周期 [25/30], 批次 [990/1407], 损失: 0.2954, 平均损失: 0.0702
周期 [25/30], 批次 [1000/1407], 损失: 0.0041, 平均损失: 0.0699
周期 [25/30], 批次 [1010/1407], 损失: 0.0910, 平均损失: 0.0698
周期 [25/30], 批次 [1020/1407], 损失: 0.0663, 平均损失: 0.0699
周期 [25/30], 批次 [1030/1407], 损失: 0.0280, 平均损失: 0.0698
周期 [25/30], 批次 [1040/1407], 损失: 0.0371, 平均损失: 0.0698
周期 [25/30], 批次 [1050/1407], 损失: 0.0570, 平均损失: 0.0700
周期 [25/30], 批次 [1060/1407], 损失: 0.0775, 平均损失: 0.0703
周期 [25/30], 批次 [1070/1407], 损失: 0.0823, 平均损失: 0.0703
周期 [25/30], 批次 [1080/1407], 损失: 0.0345, 平均损失: 0.0703
周期 [25/30], 批次 [1090/1407], 损失: 0.1598, 平均损失: 0.0705
周期 [25/30], 批次 [1100/1407], 损失: 0.0738, 平均损失: 0.0710
周期 [25/30], 批次 [1110/1407], 损失: 0.0484, 平均损失: 0.0712
周期 [25/30], 批次 [1120/1407], 损失: 0.0520, 平均损失: 0.0712
周期 [25/30], 批次 [1130/1407], 损失: 0.0139, 平均损失: 0.0713
周期 [25/30], 批次 [1140/1407], 损失: 0.0503, 平均损失: 0.0712
周期 [25/30], 批次 [1150/1407], 损失: 0.0965, 平均损失: 0.0713
周期 [25/30], 批次 [1160/1407], 损失: 0.0905, 平均损失: 0.0714
周期 [25/30], 批次 [1170/1407], 损失: 0.0845, 平均损失: 0.0718
周期 [25/30], 批次 [1180/1407], 损失: 0.2239, 平均损失: 0.0722
周期 [25/30], 批次 [1190/1407], 损失: 0.1526, 平均损失: 0.0722
周期 [25/30], 批次 [1200/1407], 损失: 0.0436, 平均损失: 0.0722
周期 [25/30], 批次 [1210/1407], 损失: 0.1192, 平均损失: 0.0721
周期 [25/30], 批次 [1220/1407], 损失: 0.1585, 平均损失: 0.0723
周期 [25/30], 批次 [1230/1407], 损失: 0.0874, 平均损失: 0.0723
周期 [25/30], 批次 [1240/1407], 损失: 0.0828, 平均损失: 0.0724
周期 [25/30], 批次 [1250/1407], 损失: 0.0876, 平均损失: 0.0725
周期 [25/30], 批次 [1260/1407], 损失: 0.0190, 平均损失: 0.0724
周期 [25/30], 批次 [1270/1407], 损失: 0.1105, 平均损失: 0.0725
周期 [25/30], 批次 [1280/1407], 损失: 0.3483, 平均损失: 0.0727
周期 [25/30], 批次 [1290/1407], 损失: 0.0101, 平均损失: 0.0726
周期 [25/30], 批次 [1300/1407], 损失: 0.1321, 平均损失: 0.0726
周期 [25/30], 批次 [1310/1407], 损失: 0.0118, 平均损失: 0.0727
周期 [25/30], 批次 [1320/1407], 损失: 0.0375, 平均损失: 0.0727
周期 [25/30], 批次 [1330/1407], 损失: 0.0678, 平均损失: 0.0725
周期 [25/30], 批次 [1340/1407], 损失: 0.0861, 平均损失: 0.0723
周期 [25/30], 批次 [1350/1407], 损失: 0.0294, 平均损失: 0.0722
周期 [25/30], 批次 [1360/1407], 损失: 0.0182, 平均损失: 0.0723
周期 [25/30], 批次 [1370/1407], 损失: 0.0063, 平均损失: 0.0726
周期 [25/30], 批次 [1380/1407], 损失: 0.3600, 平均损失: 0.0729
周期 [25/30], 批次 [1390/1407], 损失: 0.1558, 平均损失: 0.0730
周期 [25/30], 批次 [1400/1407], 损失: 0.0156, 平均损失: 0.0730
周期 [25/30], 批次 [1407/1407], 损失: 0.1261, 平均损失: 0.0731
=== 周期 [25/30] 完成 === 平均损失: 0.0731
周期 [26/30], 批次 [10/1407], 损失: 0.0572, 平均损失: 0.0606
周期 [26/30], 批次 [20/1407], 损失: 0.0448, 平均损失: 0.0533
周期 [26/30], 批次 [30/1407], 损失: 0.0270, 平均损失: 0.0489
周期 [26/30], 批次 [40/1407], 损失: 0.0152, 平均损失: 0.0481
周期 [26/30], 批次 [50/1407], 损失: 0.0347, 平均损失: 0.0483
周期 [26/30], 批次 [60/1407], 损失: 0.0191, 平均损失: 0.0449
周期 [26/30], 批次 [70/1407], 损失: 0.0046, 平均损失: 0.0428
周期 [26/30], 批次 [80/1407], 损失: 0.0605, 平均损失: 0.0412
周期 [26/30], 批次 [90/1407], 损失: 0.1005, 平均损失: 0.0406
周期 [26/30], 批次 [100/1407], 损失: 0.0536, 平均损失: 0.0389
周期 [26/30], 批次 [110/1407], 损失: 0.0922, 平均损失: 0.0406
周期 [26/30], 批次 [120/1407], 损失: 0.0516, 平均损失: 0.0398
周期 [26/30], 批次 [130/1407], 损失: 0.0168, 平均损失: 0.0414
周期 [26/30], 批次 [140/1407], 损失: 0.1054, 平均损失: 0.0431
周期 [26/30], 批次 [150/1407], 损失: 0.0516, 平均损失: 0.0435
周期 [26/30], 批次 [160/1407], 损失: 0.0527, 平均损失: 0.0437
周期 [26/30], 批次 [170/1407], 损失: 0.1176, 平均损失: 0.0442
周期 [26/30], 批次 [180/1407], 损失: 0.1112, 平均损失: 0.0457
周期 [26/30], 批次 [190/1407], 损失: 0.0289, 平均损失: 0.0472
周期 [26/30], 批次 [200/1407], 损失: 0.0598, 平均损失: 0.0472
周期 [26/30], 批次 [210/1407], 损失: 0.0495, 平均损失: 0.0475
周期 [26/30], 批次 [220/1407], 损失: 0.0874, 平均损失: 0.0475
周期 [26/30], 批次 [230/1407], 损失: 0.0914, 平均损失: 0.0483
周期 [26/30], 批次 [240/1407], 损失: 0.0251, 平均损失: 0.0481
周期 [26/30], 批次 [250/1407], 损失: 0.0586, 平均损失: 0.0497
周期 [26/30], 批次 [260/1407], 损失: 0.1216, 平均损失: 0.0502
周期 [26/30], 批次 [270/1407], 损失: 0.0461, 平均损失: 0.0515
周期 [26/30], 批次 [280/1407], 损失: 0.0821, 平均损失: 0.0521
周期 [26/30], 批次 [290/1407], 损失: 0.0480, 平均损失: 0.0523
周期 [26/30], 批次 [300/1407], 损失: 0.0491, 平均损失: 0.0527
周期 [26/30], 批次 [310/1407], 损失: 0.0276, 平均损失: 0.0527
周期 [26/30], 批次 [320/1407], 损失: 0.0033, 平均损失: 0.0517
周期 [26/30], 批次 [330/1407], 损失: 0.0522, 平均损失: 0.0511
周期 [26/30], 批次 [340/1407], 损失: 0.0488, 平均损失: 0.0508
周期 [26/30], 批次 [350/1407], 损失: 0.0458, 平均损失: 0.0514
周期 [26/30], 批次 [360/1407], 损失: 0.0060, 平均损失: 0.0514
周期 [26/30], 批次 [370/1407], 损失: 0.0446, 平均损失: 0.0522
周期 [26/30], 批次 [380/1407], 损失: 0.0698, 平均损失: 0.0523
周期 [26/30], 批次 [390/1407], 损失: 0.0191, 平均损失: 0.0523
周期 [26/30], 批次 [400/1407], 损失: 0.0826, 平均损失: 0.0525
周期 [26/30], 批次 [410/1407], 损失: 0.1086, 平均损失: 0.0523
周期 [26/30], 批次 [420/1407], 损失: 0.0295, 平均损失: 0.0533
周期 [26/30], 批次 [430/1407], 损失: 0.0387, 平均损失: 0.0544
周期 [26/30], 批次 [440/1407], 损失: 0.0631, 平均损失: 0.0542
周期 [26/30], 批次 [450/1407], 损失: 0.0720, 平均损失: 0.0538
周期 [26/30], 批次 [460/1407], 损失: 0.2207, 平均损失: 0.0538
周期 [26/30], 批次 [470/1407], 损失: 0.0083, 平均损失: 0.0535
周期 [26/30], 批次 [480/1407], 损失: 0.0653, 平均损失: 0.0536
周期 [26/30], 批次 [490/1407], 损失: 0.0216, 平均损失: 0.0531
周期 [26/30], 批次 [500/1407], 损失: 0.0259, 平均损失: 0.0539
周期 [26/30], 批次 [510/1407], 损失: 0.0659, 平均损失: 0.0541
周期 [26/30], 批次 [520/1407], 损失: 0.0150, 平均损失: 0.0541
周期 [26/30], 批次 [530/1407], 损失: 0.0523, 平均损失: 0.0542
周期 [26/30], 批次 [540/1407], 损失: 0.1181, 平均损失: 0.0547
周期 [26/30], 批次 [550/1407], 损失: 0.0526, 平均损失: 0.0546
周期 [26/30], 批次 [560/1407], 损失: 0.0614, 平均损失: 0.0546
周期 [26/30], 批次 [570/1407], 损失: 0.0385, 平均损失: 0.0547
周期 [26/30], 批次 [580/1407], 损失: 0.0384, 平均损失: 0.0546
周期 [26/30], 批次 [590/1407], 损失: 0.0106, 平均损失: 0.0546
周期 [26/30], 批次 [600/1407], 损失: 0.1672, 平均损失: 0.0550
周期 [26/30], 批次 [610/1407], 损失: 0.0379, 平均损失: 0.0552
周期 [26/30], 批次 [620/1407], 损失: 0.2013, 平均损失: 0.0553
周期 [26/30], 批次 [630/1407], 损失: 0.0724, 平均损失: 0.0559
周期 [26/30], 批次 [640/1407], 损失: 0.0556, 平均损失: 0.0567
周期 [26/30], 批次 [650/1407], 损失: 0.0318, 平均损失: 0.0571
周期 [26/30], 批次 [660/1407], 损失: 0.0950, 平均损失: 0.0576
周期 [26/30], 批次 [670/1407], 损失: 0.0206, 平均损失: 0.0581
周期 [26/30], 批次 [680/1407], 损失: 0.1039, 平均损失: 0.0581
周期 [26/30], 批次 [690/1407], 损失: 0.0346, 平均损失: 0.0581
周期 [26/30], 批次 [700/1407], 损失: 0.0926, 平均损失: 0.0581
周期 [26/30], 批次 [710/1407], 损失: 0.0148, 平均损失: 0.0584
周期 [26/30], 批次 [720/1407], 损失: 0.1150, 平均损失: 0.0585
周期 [26/30], 批次 [730/1407], 损失: 0.1130, 平均损失: 0.0587
周期 [26/30], 批次 [740/1407], 损失: 0.0397, 平均损失: 0.0593
